#Iteration	 RMSE	               Rel. Err.
52	     1.330455e-01	     6.652795e-02
53	     1.317484e-01	     6.587937e-02
54	     1.305163e-01	     6.526324e-02
55	     1.293255e-01	     6.466782e-02
56	     1.281823e-01	     6.409618e-02
57	     1.278361e-01	     6.392307e-02
58	     1.264134e-01	     6.321166e-02
59	     1.251109e-01	     6.256034e-02
60	     1.239251e-01	     6.196739e-02
61	     1.227819e-01	     6.139575e-02
62	     1.217335e-01	     6.087150e-02
63	     1.207177e-01	     6.036356e-02
64	     1.197538e-01	     5.988157e-02
65	     1.188260e-01	     5.941762e-02
66	     1.179319e-01	     5.897055e-02
67	     1.170676e-01	     5.853838e-02
68	     1.162322e-01	     5.812064e-02
69	     1.154202e-01	     5.771459e-02
70	     1.151190e-01	     5.756399e-02
71	     1.141184e-01	     5.706365e-02
72	     1.132233e-01	     5.661608e-02
73	     1.123877e-01	     5.619826e-02
74	     1.115781e-01	     5.579341e-02
75	     1.108152e-01	     5.541195e-02
76	     1.100783e-01	     5.504343e-02
77	     1.093665e-01	     5.468754e-02
78	     1.086838e-01	     5.434614e-02
79	     1.080196e-01	     5.401402e-02
80	     1.073780e-01	     5.369321e-02
81	     1.067538e-01	     5.338107e-02
82	     1.061470e-01	     5.307765e-02
83	     1.055557e-01	     5.278198e-02
84	     1.049794e-01	     5.249381e-02
85	     1.047631e-01	     5.238563e-02
86	     1.040730e-01	     5.204055e-02
87	     1.034300e-01	     5.171905e-02
88	     1.028282e-01	     5.141813e-02
89	     1.022390e-01	     5.112352e-02
90	     1.016873e-01	     5.084765e-02
91	     1.011473e-01	     5.057758e-02
92	     1.006281e-01	     5.031799e-02
93	     1.001233e-01	     5.006556e-02
94	     9.963291e-02	     4.982035e-02
95	     9.915498e-02	     4.958136e-02
96	     9.868983e-02	     4.934877e-02
97	     9.823493e-02	     4.912130e-02
98	     9.779131e-02	     4.889948e-02
99	     9.735675e-02	     4.868218e-02
100	     9.693182e-02	     4.846970e-02
101	     9.651516e-02	     4.826135e-02
102	     9.636614e-02	     4.818683e-02
103	     9.586554e-02	     4.793652e-02
104	     9.540840e-02	     4.770793e-02
105	     9.497424e-02	     4.749083e-02
106	     9.454684e-02	     4.727712e-02
107	     9.413920e-02	     4.707328e-02
108	     9.373979e-02	     4.687356e-02
109	     9.335043e-02	     4.667886e-02
110	     9.297264e-02	     4.648995e-02
111	     9.260217e-02	     4.630470e-02
112	     9.224134e-02	     4.612427e-02
113	     9.188754e-02	     4.594736e-02
114	     9.154141e-02	     4.577428e-02
115	     9.120177e-02	     4.560445e-02
116	     9.086882e-02	     4.543796e-02
117	     9.054161e-02	     4.527435e-02
118	     9.022043e-02	     4.511374e-02
119	     8.990443e-02	     4.495573e-02
120	     8.959382e-02	     4.480041e-02
121	     8.928798e-02	     4.464748e-02
122	     8.919794e-02	     4.460245e-02
123	     8.883431e-02	     4.442063e-02
124	     8.849971e-02	     4.425331e-02
125	     8.817920e-02	     4.409305e-02
126	     8.786171e-02	     4.393429e-02
127	     8.755696e-02	     4.378190e-02
128	     8.725672e-02	     4.363177e-02
129	     8.696257e-02	     4.348468e-02
130	     8.667571e-02	     4.334124e-02
131	     8.639326e-02	     4.320001e-02
132	     8.611709e-02	     4.306191e-02
133	     8.584525e-02	     4.292598e-02
134	     8.557853e-02	     4.279261e-02
135	     8.531591e-02	     4.266129e-02
136	     8.505780e-02	     4.253222e-02
137	     8.480339e-02	     4.240501e-02
138	     8.455308e-02	     4.227984e-02
139	     8.430616e-02	     4.215637e-02
140	     8.406295e-02	     4.203476e-02
141	     8.382288e-02	     4.191472e-02
142	     8.358619e-02	     4.179636e-02
143	     8.335244e-02	     4.167948e-02
144	     8.312180e-02	     4.156415e-02
145	     8.289390e-02	     4.145019e-02
146	     8.266888e-02	     4.133767e-02
147	     8.261289e-02	     4.130967e-02
148	     8.235297e-02	     4.117970e-02
149	     8.210641e-02	     4.105642e-02
150	     8.186904e-02	     4.093772e-02
151	     8.163238e-02	     4.081938e-02
152	     8.140617e-02	     4.070627e-02
153	     8.118120e-02	     4.059377e-02
154	     8.096168e-02	     4.048400e-02
155	     8.074487e-02	     4.037559e-02
156	     8.053186e-02	     4.026908e-02
157	     8.032149e-02	     4.016388e-02
158	     8.011465e-02	     4.006046e-02
159	     7.991015e-02	     3.995820e-02
160	     7.970892e-02	     3.985758e-02
161	     7.950989e-02	     3.975805e-02
162	     7.931378e-02	     3.965999e-02
163	     7.911977e-02	     3.956298e-02
164	     7.892840e-02	     3.946728e-02
165	     7.873902e-02	     3.937259e-02
166	     7.855205e-02	     3.927910e-02
167	     7.836698e-02	     3.918655e-02
168	     7.818413e-02	     3.909512e-02
169	     7.800307e-02	     3.900459e-02
170	     7.782409e-02	     3.891509e-02
171	     7.764681e-02	     3.882644e-02
172	     7.747146e-02	     3.873876e-02
173	     7.729774e-02	     3.865189e-02
174	     7.712583e-02	     3.856593e-02
175	     7.695547e-02	     3.848074e-02
176	     7.678682e-02	     3.839641e-02
177	     7.661966e-02	     3.831283e-02
178	     7.645411e-02	     3.823004e-02
179	     7.629000e-02	     3.814798e-02
180	     7.612741e-02	     3.806668e-02
181	     7.608244e-02	     3.804419e-02
182	     7.589982e-02	     3.795288e-02
183	     7.572500e-02	     3.786546e-02
184	     7.555588e-02	     3.778089e-02
185	     7.538628e-02	     3.769609e-02
186	     7.522304e-02	     3.761446e-02
187	     7.505992e-02	     3.753289e-02
188	     7.489991e-02	     3.745288e-02
189	     7.474111e-02	     3.737348e-02
190	     7.458447e-02	     3.729515e-02
191	     7.442905e-02	     3.721744e-02
192	     7.427572e-02	     3.714076e-02
193	     7.412349e-02	     3.706464e-02
194	     7.397323e-02	     3.698950e-02
195	     7.382405e-02	     3.691491e-02
196	     7.367666e-02	     3.684121e-02
197	     7.353035e-02	     3.676805e-02
198	     7.338569e-02	     3.669571e-02
199	     7.324207e-02	     3.662390e-02
200	     7.309999e-02	     3.655285e-02
201	     7.295893e-02	     3.648232e-02
202	     7.281931e-02	     3.641250e-02
203	     7.268067e-02	     3.634318e-02
204	     7.254338e-02	     3.627453e-02
205	     7.240705e-02	     3.620636e-02
206	     7.227200e-02	     3.613882e-02
207	     7.213786e-02	     3.607175e-02
208	     7.200494e-02	     3.600528e-02
209	     7.187291e-02	     3.593926e-02
210	     7.174202e-02	     3.587382e-02
211	     7.161201e-02	     3.580880e-02
212	     7.148308e-02	     3.574433e-02
213	     7.135500e-02	     3.568029e-02
214	     7.122795e-02	     3.561676e-02
215	     7.110173e-02	     3.555365e-02
216	     7.097650e-02	     3.549102e-02
217	     7.085206e-02	     3.542880e-02
218	     7.072857e-02	     3.536705e-02
219	     7.060586e-02	     3.530569e-02
220	     7.048406e-02	     3.524478e-02
221	     7.036302e-02	     3.518426e-02
222	     7.024284e-02	     3.512417e-02
223	     7.012341e-02	     3.506444e-02
224	     7.000481e-02	     3.500514e-02
225	     6.988693e-02	     3.494620e-02
226	     6.976987e-02	     3.488766e-02
227	     6.965350e-02	     3.482947e-02
228	     6.953791e-02	     3.477167e-02
229	     6.942301e-02	     3.471422e-02
230	     6.930886e-02	     3.465714e-02
231	     6.919538e-02	     3.460040e-02
232	     6.908263e-02	     3.454402e-02
233	     6.897053e-02	     3.448796e-02
234	     6.885914e-02	     3.443226e-02
235	     6.883380e-02	     3.441959e-02
236	     6.871238e-02	     3.435887e-02
237	     6.859518e-02	     3.430027e-02
238	     6.848153e-02	     3.424344e-02
239	     6.836700e-02	     3.418617e-02
240	     6.825617e-02	     3.413075e-02
241	     6.814491e-02	     3.407512e-02
242	     6.803534e-02	     3.402033e-02
243	     6.792603e-02	     3.396567e-02
244	     6.781787e-02	     3.391158e-02
245	     6.771000e-02	     3.385765e-02
246	     6.760327e-02	     3.380428e-02
247	     6.749681e-02	     3.375104e-02
248	     6.739144e-02	     3.369835e-02
249	     6.728635e-02	     3.364580e-02
250	     6.718229e-02	     3.359377e-02
251	     6.707853e-02	     3.354189e-02
252	     6.697574e-02	     3.349049e-02
253	     6.687326e-02	     3.343925e-02
254	     6.677171e-02	     3.338847e-02
255	     6.667048e-02	     3.333784e-02
256	     6.657013e-02	     3.328766e-02
257	     6.647009e-02	     3.323764e-02
258	     6.637091e-02	     3.318805e-02
259	     6.627205e-02	     3.313861e-02
260	     6.617400e-02	     3.308958e-02
261	     6.607627e-02	     3.304072e-02
262	     6.597932e-02	     3.299224e-02
263	     6.588270e-02	     3.294393e-02
264	     6.578683e-02	     3.289599e-02
265	     6.569128e-02	     3.284821e-02
266	     6.559645e-02	     3.280079e-02
267	     6.550195e-02	     3.275354e-02
268	     6.540815e-02	     3.270663e-02
269	     6.531466e-02	     3.265988e-02
270	     6.522185e-02	     3.261347e-02
271	     6.512936e-02	     3.256722e-02
272	     6.503751e-02	     3.252130e-02
273	     6.494599e-02	     3.247553e-02
274	     6.485509e-02	     3.243008e-02
275	     6.476451e-02	     3.238479e-02
276	     6.467454e-02	     3.233980e-02
277	     6.458488e-02	     3.229497e-02
278	     6.449582e-02	     3.225043e-02
279	     6.440706e-02	     3.220605e-02
280	     6.431887e-02	     3.216195e-02
281	     6.423099e-02	     3.211801e-02
282	     6.414367e-02	     3.207434e-02
283	     6.405666e-02	     3.203083e-02
284	     6.397018e-02	     3.198759e-02
285	     6.388400e-02	     3.194450e-02
286	     6.379836e-02	     3.190167e-02
287	     6.371300e-02	     3.185899e-02
288	     6.362816e-02	     3.181657e-02
289	     6.354362e-02	     3.177429e-02
290	     6.345958e-02	     3.173227e-02
291	     6.337582e-02	     3.169039e-02
292	     6.329255e-02	     3.164875e-02
293	     6.320957e-02	     3.160726e-02
294	     6.312707e-02	     3.156600e-02
295	     6.304485e-02	     3.152489e-02
296	     6.296310e-02	     3.148401e-02
297	     6.288162e-02	     3.144327e-02
298	     6.280060e-02	     3.140275e-02
299	     6.271986e-02	     3.136238e-02
300	     6.263956e-02	     3.132223e-02
301	     6.255953e-02	     3.128221e-02
302	     6.247994e-02	     3.124241e-02
303	     6.240062e-02	     3.120275e-02
304	     6.232173e-02	     3.116330e-02
305	     6.224310e-02	     3.112398e-02
306	     6.216489e-02	     3.108487e-02
307	     6.208694e-02	     3.104590e-02
308	     6.200940e-02	     3.100712e-02
309	     6.193212e-02	     3.096848e-02
310	     6.185524e-02	     3.093004e-02
311	     6.177862e-02	     3.089172e-02
312	     6.170240e-02	     3.085361e-02
313	     6.162642e-02	     3.081562e-02
314	     6.155083e-02	     3.077782e-02
315	     6.147549e-02	     3.074015e-02
316	     6.140054e-02	     3.070267e-02
317	     6.132583e-02	     3.066531e-02
318	     6.125149e-02	     3.062814e-02
319	     6.117740e-02	     3.059109e-02
320	     6.110367e-02	     3.055422e-02
321	     6.103018e-02	     3.051748e-02
322	     6.095706e-02	     3.048091e-02
323	     6.088417e-02	     3.044447e-02
324	     6.081164e-02	     3.040820e-02
325	     6.073934e-02	     3.037204e-02
326	     6.066740e-02	     3.033607e-02
327	     6.059568e-02	     3.030021e-02
328	     6.052431e-02	     3.026452e-02
329	     6.045316e-02	     3.022894e-02
330	     6.038236e-02	     3.019354e-02
331	     6.031178e-02	     3.015825e-02
332	     6.024154e-02	     3.012313e-02
333	     6.017152e-02	     3.008811e-02
334	     6.010183e-02	     3.005326e-02
335	     6.003236e-02	     3.001852e-02
336	     5.996322e-02	     2.998395e-02
337	     5.989428e-02	     2.994948e-02
338	     5.982568e-02	     2.991518e-02
339	     5.975729e-02	     2.988098e-02
340	     5.968922e-02	     2.984694e-02
341	     5.962135e-02	     2.981301e-02
342	     5.955381e-02	     2.977923e-02
343	     5.948646e-02	     2.974556e-02
344	     5.941944e-02	     2.971204e-02
345	     5.935261e-02	     2.967862e-02
346	     5.928610e-02	     2.964537e-02
347	     5.921978e-02	     2.961220e-02
348	     5.915377e-02	     2.957920e-02
349	     5.908796e-02	     2.954629e-02
350	     5.902246e-02	     2.951353e-02
351	     5.895714e-02	     2.948087e-02
352	     5.889213e-02	     2.944837e-02
353	     5.882731e-02	     2.941595e-02
354	     5.876279e-02	     2.938369e-02
355	     5.869845e-02	     2.935152e-02
356	     5.863442e-02	     2.931950e-02
357	     5.857057e-02	     2.928757e-02
358	     5.850702e-02	     2.925579e-02
359	     5.844364e-02	     2.922410e-02
360	     5.838056e-02	     2.919256e-02
361	     5.831766e-02	     2.916111e-02
362	     5.825505e-02	     2.912980e-02
363	     5.819261e-02	     2.909858e-02
364	     5.813048e-02	     2.906751e-02
365	     5.806850e-02	     2.903652e-02
366	     5.800683e-02	     2.900568e-02
367	     5.794531e-02	     2.897492e-02
368	     5.788409e-02	     2.894431e-02
369	     5.782303e-02	     2.891377e-02
370	     5.776227e-02	     2.888339e-02
371	     5.770165e-02	     2.885308e-02
372	     5.764134e-02	     2.882292e-02
373	     5.758118e-02	     2.879284e-02
374	     5.752131e-02	     2.876291e-02
375	     5.746159e-02	     2.873304e-02
376	     5.740217e-02	     2.870333e-02
377	     5.734289e-02	     2.867369e-02
378	     5.728391e-02	     2.864419e-02
379	     5.722507e-02	     2.861477e-02
380	     5.716652e-02	     2.858550e-02
381	     5.710811e-02	     2.855629e-02
382	     5.705000e-02	     2.852723e-02
383	     5.699202e-02	     2.849824e-02
384	     5.693435e-02	     2.846940e-02
385	     5.687680e-02	     2.844062e-02
386	     5.681955e-02	     2.841200e-02
387	     5.676242e-02	     2.838343e-02
388	     5.670561e-02	     2.835502e-02
389	     5.664890e-02	     2.832666e-02
390	     5.659251e-02	     2.829847e-02
391	     5.653623e-02	     2.827032e-02
392	     5.648026e-02	     2.824234e-02
393	     5.642439e-02	     2.821440e-02
394	     5.636885e-02	     2.818663e-02
395	     5.631340e-02	     2.815890e-02
396	     5.625828e-02	     2.813134e-02
397	     5.620325e-02	     2.810382e-02
398	     5.614854e-02	     2.807647e-02
399	     5.609392e-02	     2.804915e-02
400	     5.603964e-02	     2.802201e-02
401	     5.598543e-02	     2.799490e-02
402	     5.593157e-02	     2.796797e-02
403	     5.587777e-02	     2.794107e-02
404	     5.582432e-02	     2.791434e-02
405	     5.577094e-02	     2.788765e-02
406	     5.571791e-02	     2.786113e-02
407	     5.566493e-02	     2.783464e-02
408	     5.561232e-02	     2.780833e-02
409	     5.555976e-02	     2.778205e-02
410	     5.550756e-02	     2.775595e-02
411	     5.545541e-02	     2.772987e-02
412	     5.540363e-02	     2.770398e-02
413	     5.535189e-02	     2.767811e-02
414	     5.530053e-02	     2.765242e-02
415	     5.524919e-02	     2.762676e-02
416	     5.519825e-02	     2.760128e-02
417	     5.514733e-02	     2.757582e-02
418	     5.509681e-02	     2.755056e-02
419	     5.504630e-02	     2.752530e-02
420	     5.499620e-02	     2.750025e-02
421	     5.494610e-02	     2.747520e-02
422	     5.489643e-02	     2.745036e-02
423	     5.484674e-02	     2.742551e-02
424	     5.479750e-02	     2.740089e-02
425	     5.474822e-02	     2.737625e-02
426	     5.469940e-02	     2.735184e-02
427	     5.465054e-02	     2.732741e-02
428	     5.460216e-02	     2.730321e-02
429	     5.455371e-02	     2.727899e-02
430	     5.450576e-02	     2.725501e-02
431	     5.445773e-02	     2.723099e-02
432	     5.441022e-02	     2.720724e-02
433	     5.436261e-02	     2.718343e-02
434	     5.431553e-02	     2.715989e-02
435	     5.426835e-02	     2.713630e-02
436	     5.422172e-02	     2.711298e-02
437	     5.417495e-02	     2.708959e-02
438	     5.412877e-02	     2.706650e-02
439	     5.408243e-02	     2.704333e-02
440	     5.403669e-02	     2.702046e-02
441	     5.399078e-02	     2.699750e-02
442	     5.394550e-02	     2.697486e-02
443	     5.390002e-02	     2.695212e-02
444	     5.385519e-02	     2.692970e-02
445	     5.381014e-02	     2.690718e-02
446	     5.376578e-02	     2.688499e-02
447	     5.372116e-02	     2.686268e-02
448	     5.367726e-02	     2.684073e-02
449	     5.363308e-02	     2.681864e-02
450	     5.358965e-02	     2.679692e-02
451	     5.354590e-02	     2.677504e-02
452	     5.350294e-02	     2.675356e-02
453	     5.345963e-02	     2.673191e-02
454	     5.341715e-02	     2.671066e-02
455	     5.337428e-02	     2.668922e-02
456	     5.333227e-02	     2.666822e-02
457	     5.328984e-02	     2.664700e-02
458	     5.324831e-02	     2.662623e-02
459	     5.320631e-02	     2.660524e-02
460	     5.316527e-02	     2.658471e-02
461	     5.312371e-02	     2.656393e-02
462	     5.287420e-02	     2.643917e-02
463	     5.215584e-02	     2.607996e-02
464	     5.193025e-02	     2.596715e-02
465	     5.144487e-02	     2.572444e-02
466	     5.132869e-02	     2.566635e-02
467	     5.126204e-02	     2.563302e-02
468	     5.121555e-02	     2.560978e-02
469	     5.117328e-02	     2.558864e-02
470	     5.113109e-02	     2.556754e-02
471	     5.109029e-02	     2.554714e-02
472	     5.104988e-02	     2.552694e-02
473	     5.100962e-02	     2.550680e-02
474	     5.096986e-02	     2.548692e-02
475	     5.093027e-02	     2.546712e-02
476	     5.089088e-02	     2.544743e-02
477	     5.085171e-02	     2.542784e-02
478	     5.081273e-02	     2.540835e-02
479	     5.077390e-02	     2.538893e-02
480	     5.073530e-02	     2.536963e-02
481	     5.069682e-02	     2.535039e-02
482	     5.065857e-02	     2.533127e-02
483	     5.062045e-02	     2.531220e-02
484	     5.058255e-02	     2.529325e-02
485	     5.054478e-02	     2.527436e-02
486	     5.050724e-02	     2.525560e-02
487	     5.046982e-02	     2.523688e-02
488	     5.043265e-02	     2.521830e-02
489	     5.039559e-02	     2.519976e-02
490	     5.035879e-02	     2.518136e-02
491	     5.032209e-02	     2.516301e-02
492	     5.028568e-02	     2.514481e-02
493	     5.024936e-02	     2.512664e-02
494	     5.021334e-02	     2.510863e-02
495	     5.017741e-02	     2.509067e-02
496	     5.014180e-02	     2.507286e-02
497	     5.010627e-02	     2.505510e-02
498	     5.007109e-02	     2.503750e-02
499	     5.003598e-02	     2.501994e-02
500	     5.000123e-02	     2.500257e-02
501	     4.996655e-02	     2.498523e-02
502	     4.993227e-02	     2.496809e-02
503	     4.989804e-02	     2.495097e-02
504	     4.986424e-02	     2.493407e-02
505	     4.983048e-02	     2.491719e-02
506	     4.979719e-02	     2.490054e-02
507	     4.976392e-02	     2.488390e-02
508	     4.973115e-02	     2.486752e-02
509	     4.969839e-02	     2.485114e-02
510	     4.966618e-02	     2.483503e-02
511	     4.963396e-02	     2.481892e-02
512	     4.960234e-02	     2.480311e-02
513	     4.957068e-02	     2.478728e-02
514	     4.953967e-02	     2.477177e-02
515	     4.950861e-02	     2.475624e-02
516	     4.947825e-02	     2.474106e-02
517	     4.944780e-02	     2.472583e-02
518	     4.941812e-02	     2.471099e-02
519	     4.923871e-02	     2.462128e-02
520	     4.860460e-02	     2.430420e-02
521	     4.847237e-02	     2.423808e-02
522	     4.810523e-02	     2.405449e-02
523	     4.801332e-02	     2.400854e-02
524	     4.792792e-02	     2.396583e-02
525	     4.789230e-02	     2.394802e-02
526	     4.786011e-02	     2.393192e-02
527	     4.783111e-02	     2.391743e-02
528	     4.780240e-02	     2.390307e-02
529	     4.777342e-02	     2.388858e-02
530	     4.774596e-02	     2.387485e-02
531	     4.771830e-02	     2.386101e-02
532	     4.769169e-02	     2.384771e-02
533	     4.766493e-02	     2.383433e-02
534	     4.763910e-02	     2.382141e-02
535	     4.747491e-02	     2.373931e-02
536	     4.690631e-02	     2.345499e-02
537	     4.678436e-02	     2.339401e-02
538	     4.647342e-02	     2.323853e-02
539	     4.638762e-02	     2.319562e-02
540	     4.631299e-02	     2.315831e-02
541	     4.628141e-02	     2.314251e-02
542	     4.625289e-02	     2.312825e-02
543	     4.622714e-02	     2.311537e-02
544	     4.620188e-02	     2.310274e-02
545	     4.617652e-02	     2.309006e-02
546	     4.615238e-02	     2.307799e-02
547	     4.612812e-02	     2.306586e-02
548	     4.610475e-02	     2.305417e-02
549	     4.608130e-02	     2.304245e-02
550	     4.605867e-02	     2.303113e-02
551	     4.591338e-02	     2.295848e-02
552	     4.541819e-02	     2.271087e-02
553	     4.531108e-02	     2.265731e-02
554	     4.502137e-02	     2.251244e-02
555	     4.494810e-02	     2.247581e-02
556	     4.488215e-02	     2.244283e-02
557	     4.485445e-02	     2.242898e-02
558	     4.482936e-02	     2.241643e-02
559	     4.480680e-02	     2.240515e-02
560	     4.478482e-02	     2.239416e-02
561	     4.476280e-02	     2.238315e-02
562	     4.474192e-02	     2.237271e-02
563	     4.472096e-02	     2.236223e-02
564	     4.470086e-02	     2.235218e-02
565	     4.456990e-02	     2.228669e-02
566	     4.413920e-02	     2.207132e-02
567	     4.404042e-02	     2.202193e-02
568	     4.376533e-02	     2.188438e-02
569	     4.370623e-02	     2.185482e-02
570	     4.364461e-02	     2.182401e-02
571	     4.361900e-02	     2.181120e-02
572	     4.359630e-02	     2.179986e-02
573	     4.357625e-02	     2.178983e-02
574	     4.355694e-02	     2.178017e-02
575	     4.353768e-02	     2.177054e-02
576	     4.351953e-02	     2.176147e-02
577	     4.340142e-02	     2.170241e-02
578	     4.314571e-02	     2.157454e-02
579	     4.309985e-02	     2.155161e-02
580	     4.307403e-02	     2.153870e-02
581	     4.305297e-02	     2.152817e-02
582	     4.303368e-02	     2.151852e-02
583	     4.301498e-02	     2.150917e-02
584	     4.299687e-02	     2.150012e-02
585	     4.297931e-02	     2.149133e-02
586	     4.287554e-02	     2.143945e-02
587	     4.263839e-02	     2.132086e-02
588	     4.259834e-02	     2.130083e-02
589	     4.257734e-02	     2.129033e-02
590	     4.255935e-02	     2.128134e-02
591	     4.245977e-02	     2.123155e-02
592	     4.223723e-02	     2.112027e-02
593	     4.219811e-02	     2.110070e-02
594	     4.217734e-02	     2.109032e-02
595	     4.215935e-02	     2.108132e-02
596	     4.205715e-02	     2.103022e-02
597	     4.187571e-02	     2.093949e-02
598	     4.183071e-02	     2.091699e-02
599	     4.171037e-02	     2.085682e-02
600	     4.163238e-02	     2.081782e-02
601	     4.158232e-02	     2.079279e-02
602	     4.155522e-02	     2.077923e-02
603	     4.153366e-02	     2.076845e-02
604	     4.151490e-02	     2.075907e-02
605	     4.149667e-02	     2.074996e-02
606	     4.147907e-02	     2.074116e-02
607	     4.146205e-02	     2.073265e-02
608	     4.144526e-02	     2.072425e-02
609	     4.142887e-02	     2.071606e-02
610	     4.141279e-02	     2.070801e-02
611	     4.139699e-02	     2.070011e-02
612	     4.138158e-02	     2.069241e-02
613	     4.136644e-02	     2.068484e-02
614	     4.135175e-02	     2.067749e-02
615	     4.126352e-02	     2.063338e-02
616	     4.105727e-02	     2.053024e-02
617	     4.068481e-02	     2.034400e-02
618	     4.064862e-02	     2.032590e-02
619	     4.061934e-02	     2.031126e-02
620	     4.059926e-02	     2.030122e-02
621	     4.058014e-02	     2.029166e-02
622	     4.056106e-02	     2.028212e-02
623	     4.054281e-02	     2.027299e-02
624	     4.052461e-02	     2.026389e-02
625	     4.050656e-02	     2.025486e-02
626	     4.048876e-02	     2.024596e-02
627	     4.047102e-02	     2.023709e-02
628	     4.045344e-02	     2.022830e-02
629	     4.043599e-02	     2.021957e-02
630	     4.041865e-02	     2.021090e-02
631	     4.040144e-02	     2.020230e-02
632	     4.038436e-02	     2.019376e-02
633	     4.036741e-02	     2.018528e-02
634	     4.035061e-02	     2.017688e-02
635	     4.033393e-02	     2.016854e-02
636	     4.031742e-02	     2.016029e-02
637	     4.030105e-02	     2.015210e-02
638	     4.028487e-02	     2.014401e-02
639	     4.026883e-02	     2.013599e-02
640	     4.025300e-02	     2.012807e-02
641	     4.023733e-02	     2.012024e-02
642	     4.022191e-02	     2.011252e-02
643	     4.020665e-02	     2.010490e-02
644	     4.019168e-02	     2.009741e-02
645	     4.017690e-02	     2.009002e-02
646	     4.016244e-02	     2.008279e-02
647	     4.014818e-02	     2.007566e-02
648	     4.013430e-02	     2.006872e-02
649	     4.012064e-02	     2.006189e-02
650	     4.010742e-02	     2.005528e-02
651	     4.009444e-02	     2.004879e-02
652	     4.001543e-02	     2.000928e-02
653	     3.984082e-02	     1.992197e-02
654	     3.981169e-02	     1.990740e-02
655	     3.972090e-02	     1.986200e-02
656	     3.963304e-02	     1.981807e-02
657	     3.960144e-02	     1.980227e-02
658	     3.958357e-02	     1.979333e-02
659	     3.956763e-02	     1.978536e-02
660	     3.955274e-02	     1.977792e-02
661	     3.953814e-02	     1.977062e-02
662	     3.952369e-02	     1.976339e-02
663	     3.950968e-02	     1.975638e-02
664	     3.949587e-02	     1.974948e-02
665	     3.948235e-02	     1.974272e-02
666	     3.946916e-02	     1.973612e-02
667	     3.945623e-02	     1.972966e-02
668	     3.944371e-02	     1.972339e-02
669	     3.943145e-02	     1.971727e-02
670	     3.935888e-02	     1.968098e-02
671	     3.919223e-02	     1.959765e-02
672	     3.916536e-02	     1.958421e-02
673	     3.908010e-02	     1.954158e-02
674	     3.899704e-02	     1.950004e-02
675	     3.896781e-02	     1.948543e-02
676	     3.895108e-02	     1.947706e-02
677	     3.893616e-02	     1.946960e-02
678	     3.892225e-02	     1.946265e-02
679	     3.890862e-02	     1.945583e-02
680	     3.889517e-02	     1.944910e-02
681	     3.888214e-02	     1.944259e-02
682	     3.886933e-02	     1.943619e-02
683	     3.885684e-02	     1.942994e-02
684	     3.884469e-02	     1.942386e-02
685	     3.883282e-02	     1.941793e-02
686	     3.882138e-02	     1.941221e-02
687	     3.875252e-02	     1.937778e-02
688	     3.859846e-02	     1.930074e-02
689	     3.827895e-02	     1.914097e-02
690	     3.825068e-02	     1.912683e-02
691	     3.822781e-02	     1.911540e-02
692	     3.821169e-02	     1.910734e-02
693	     3.819644e-02	     1.909971e-02
694	     3.818120e-02	     1.909209e-02
695	     3.816652e-02	     1.908475e-02
696	     3.815192e-02	     1.907745e-02
