#Iteration	 RMSE	               Rel. Err.
692	     3.355813e-02	     1.603825e-02
693	     3.350874e-02	     1.601465e-02
694	     3.349683e-02	     1.600895e-02
695	     3.348627e-02	     1.600391e-02
696	     3.347891e-02	     1.600039e-02
697	     3.345892e-02	     1.599083e-02
698	     3.344665e-02	     1.598497e-02
699	     3.339998e-02	     1.596267e-02
700	     3.339672e-02	     1.596111e-02
701	     3.336594e-02	     1.594640e-02
702	     3.335356e-02	     1.594048e-02
703	     3.333220e-02	     1.593027e-02
704	     3.332542e-02	     1.592703e-02
705	     3.327474e-02	     1.590281e-02
706	     3.326338e-02	     1.589738e-02
707	     3.325345e-02	     1.589264e-02
708	     3.324694e-02	     1.588953e-02
709	     3.322643e-02	     1.587972e-02
710	     3.321872e-02	     1.587604e-02
711	     3.316952e-02	     1.585253e-02
712	     3.315834e-02	     1.584718e-02
713	     3.314855e-02	     1.584250e-02
714	     3.314216e-02	     1.583945e-02
715	     3.312200e-02	     1.582981e-02
716	     3.311452e-02	     1.582624e-02
717	     3.306592e-02	     1.580301e-02
718	     3.305492e-02	     1.579775e-02
719	     3.304533e-02	     1.579317e-02
720	     3.303912e-02	     1.579020e-02
721	     3.301909e-02	     1.578063e-02
722	     3.301250e-02	     1.577748e-02
723	     3.296385e-02	     1.575423e-02
724	     3.295305e-02	     1.574907e-02
725	     3.294369e-02	     1.574459e-02
726	     3.293777e-02	     1.574177e-02
727	     3.291767e-02	     1.573216e-02
728	     3.291257e-02	     1.572972e-02
729	     3.286326e-02	     1.570615e-02
730	     3.285269e-02	     1.570110e-02
731	     3.284360e-02	     1.569676e-02
732	     3.283807e-02	     1.569412e-02
733	     3.281768e-02	     1.568437e-02
734	     3.280161e-02	     1.567669e-02
735	     3.279761e-02	     1.567478e-02
736	     3.277420e-02	     1.566359e-02
737	     3.276004e-02	     1.565682e-02
738	     3.274296e-02	     1.564866e-02
739	     3.273003e-02	     1.564248e-02
740	     3.268987e-02	     1.562329e-02
741	     3.268668e-02	     1.562176e-02
742	     3.265900e-02	     1.560854e-02
743	     3.264824e-02	     1.560339e-02
744	     3.262844e-02	     1.559393e-02
745	     3.261297e-02	     1.558654e-02
746	     3.260909e-02	     1.558468e-02
747	     3.258622e-02	     1.557375e-02
748	     3.257254e-02	     1.556721e-02
749	     3.255584e-02	     1.555923e-02
750	     3.254362e-02	     1.555339e-02
751	     3.250419e-02	     1.553455e-02
752	     3.250124e-02	     1.553314e-02
753	     3.247419e-02	     1.552021e-02
754	     3.246381e-02	     1.551525e-02
755	     3.244443e-02	     1.550599e-02
756	     3.242937e-02	     1.549879e-02
757	     3.242565e-02	     1.549701e-02
758	     3.240320e-02	     1.548628e-02
759	     3.238997e-02	     1.547996e-02
760	     3.237351e-02	     1.547209e-02
761	     3.236251e-02	     1.546684e-02
762	     3.232315e-02	     1.544803e-02
763	     3.231310e-02	     1.544322e-02
764	     3.230424e-02	     1.543899e-02
765	     3.229839e-02	     1.543619e-02
766	     3.228108e-02	     1.542792e-02
767	     3.227494e-02	     1.542499e-02
768	     3.223130e-02	     1.540413e-02
769	     3.222160e-02	     1.539949e-02
770	     3.221334e-02	     1.539554e-02
771	     3.220854e-02	     1.539325e-02
772	     3.218964e-02	     1.538421e-02
773	     3.217547e-02	     1.537744e-02
774	     3.217252e-02	     1.537604e-02
775	     3.214991e-02	     1.536523e-02
776	     3.213808e-02	     1.535957e-02
777	     3.212134e-02	     1.535158e-02
778	     3.211410e-02	     1.534811e-02
779	     3.207285e-02	     1.532840e-02
780	     3.206334e-02	     1.532385e-02
781	     3.205515e-02	     1.531994e-02
782	     3.205016e-02	     1.531756e-02
783	     3.203212e-02	     1.530893e-02
784	     3.201792e-02	     1.530214e-02
785	     3.201470e-02	     1.530061e-02
786	     3.199319e-02	     1.529033e-02
787	     3.198121e-02	     1.528460e-02
788	     3.196517e-02	     1.527694e-02
789	     3.195712e-02	     1.527309e-02
790	     3.191764e-02	     1.525422e-02
791	     3.190828e-02	     1.524975e-02
792	     3.190021e-02	     1.524589e-02
793	     3.189532e-02	     1.524355e-02
794	     3.187780e-02	     1.523518e-02
795	     3.186398e-02	     1.522857e-02
796	     3.186098e-02	     1.522714e-02
797	     3.183977e-02	     1.521700e-02
798	     3.182831e-02	     1.521153e-02
799	     3.181241e-02	     1.520393e-02
800	     3.180556e-02	     1.520065e-02
801	     3.176595e-02	     1.518173e-02
802	     3.175687e-02	     1.517739e-02
803	     3.174912e-02	     1.517368e-02
804	     3.174453e-02	     1.517149e-02
805	     3.172692e-02	     1.516307e-02
806	     3.171363e-02	     1.515672e-02
807	     3.171095e-02	     1.515544e-02
808	     3.168962e-02	     1.514524e-02
809	     3.167873e-02	     1.514004e-02
810	     3.166272e-02	     1.513239e-02
811	     3.165762e-02	     1.512995e-02
812	     3.161721e-02	     1.511064e-02
813	     3.160838e-02	     1.510642e-02
814	     3.160094e-02	     1.510286e-02
815	     3.159690e-02	     1.510093e-02
816	     3.157891e-02	     1.509233e-02
817	     3.156653e-02	     1.508642e-02
818	     3.155261e-02	     1.507976e-02
819	     3.154184e-02	     1.507462e-02
820	     3.150759e-02	     1.505825e-02
821	     3.149864e-02	     1.505397e-02
822	     3.149085e-02	     1.505025e-02
823	     3.148589e-02	     1.504788e-02
824	     3.147004e-02	     1.504030e-02
825	     3.145666e-02	     1.503391e-02
826	     3.145357e-02	     1.503243e-02
827	     3.143409e-02	     1.502312e-02
828	     3.142307e-02	     1.501785e-02
829	     3.140822e-02	     1.501076e-02
830	     3.140183e-02	     1.500770e-02
831	     3.136427e-02	     1.498975e-02
832	     3.135572e-02	     1.498567e-02
833	     3.134851e-02	     1.498222e-02
834	     3.134444e-02	     1.498028e-02
835	     3.132734e-02	     1.497210e-02
836	     3.131521e-02	     1.496630e-02
837	     3.130194e-02	     1.495996e-02
838	     3.129100e-02	     1.495474e-02
839	     3.125844e-02	     1.493917e-02
840	     3.124978e-02	     1.493503e-02
841	     3.124226e-02	     1.493144e-02
842	     3.123741e-02	     1.492912e-02
843	     3.122215e-02	     1.492183e-02
844	     3.120915e-02	     1.491562e-02
845	     3.120613e-02	     1.491417e-02
846	     3.118734e-02	     1.490519e-02
847	     3.117669e-02	     1.490010e-02
848	     3.116224e-02	     1.489320e-02
849	     3.115655e-02	     1.489048e-02
850	     3.111971e-02	     1.487287e-02
851	     3.111146e-02	     1.486893e-02
852	     3.110456e-02	     1.486563e-02
853	     3.110091e-02	     1.486389e-02
854	     3.108395e-02	     1.485578e-02
855	     3.107268e-02	     1.485039e-02
856	     3.105935e-02	     1.484402e-02
857	     3.105108e-02	     1.484007e-02
858	     3.101732e-02	     1.482393e-02
859	     3.100907e-02	     1.481999e-02
860	     3.100206e-02	     1.481664e-02
861	     3.099802e-02	     1.481471e-02
862	     3.098213e-02	     1.480712e-02
863	     3.097049e-02	     1.480155e-02
864	     3.095789e-02	     1.479553e-02
865	     3.094792e-02	     1.479077e-02
866	     3.091637e-02	     1.477569e-02
867	     3.090815e-02	     1.477176e-02
868	     3.090109e-02	     1.476839e-02
869	     3.089680e-02	     1.476634e-02
870	     3.088171e-02	     1.475913e-02
871	     3.086986e-02	     1.475346e-02
872	     3.086766e-02	     1.475241e-02
873	     3.084853e-02	     1.474327e-02
874	     3.083938e-02	     1.473890e-02
875	     3.082460e-02	     1.473183e-02
876	     3.081268e-02	     1.472613e-02
877	     3.081017e-02	     1.472493e-02
878	     3.079166e-02	     1.471609e-02
879	     3.078216e-02	     1.471155e-02
880	     3.076786e-02	     1.470471e-02
881	     3.075572e-02	     1.469891e-02
882	     3.075294e-02	     1.469758e-02
883	     3.073518e-02	     1.468909e-02
884	     3.072542e-02	     1.468443e-02
885	     3.071163e-02	     1.467784e-02
886	     3.070791e-02	     1.467606e-02
887	     3.067168e-02	     1.465875e-02
888	     3.066408e-02	     1.465511e-02
889	     3.065788e-02	     1.465215e-02
890	     3.065502e-02	     1.465078e-02
891	     3.063798e-02	     1.464264e-02
892	     3.062820e-02	     1.463797e-02
893	     3.061481e-02	     1.463157e-02
894	     3.061057e-02	     1.462954e-02
895	     3.057535e-02	     1.461271e-02
896	     3.056782e-02	     1.460911e-02
897	     3.056166e-02	     1.460617e-02
898	     3.055876e-02	     1.460478e-02
899	     3.054208e-02	     1.459681e-02
900	     3.053235e-02	     1.459216e-02
901	     3.051920e-02	     1.458587e-02
902	     3.051485e-02	     1.458379e-02
903	     3.048024e-02	     1.456725e-02
904	     3.047280e-02	     1.456369e-02
905	     3.046672e-02	     1.456079e-02
906	     3.046386e-02	     1.455942e-02
907	     3.044737e-02	     1.455154e-02
908	     3.043781e-02	     1.454697e-02
909	     3.042478e-02	     1.454075e-02
910	     3.042075e-02	     1.453882e-02
911	     3.038630e-02	     1.452236e-02
912	     3.037898e-02	     1.451886e-02
913	     3.037302e-02	     1.451601e-02
914	     3.037030e-02	     1.451471e-02
915	     3.035383e-02	     1.450684e-02
916	     3.034455e-02	     1.450240e-02
917	     3.033151e-02	     1.449617e-02
918	     3.032829e-02	     1.449463e-02
919	     3.029353e-02	     1.447802e-02
920	     3.028634e-02	     1.447458e-02
921	     3.028055e-02	     1.447182e-02
922	     3.027808e-02	     1.447064e-02
923	     3.026142e-02	     1.446267e-02
924	     3.025256e-02	     1.445844e-02
925	     3.023936e-02	     1.445213e-02
926	     3.022817e-02	     1.444678e-02
927	     3.022578e-02	     1.444564e-02
928	     3.020885e-02	     1.443755e-02
929	     3.020014e-02	     1.443339e-02
930	     3.018677e-02	     1.442700e-02
931	     3.017576e-02	     1.442174e-02
932	     3.017359e-02	     1.442070e-02
933	     3.015652e-02	     1.441254e-02
934	     3.014819e-02	     1.440856e-02
935	     3.013469e-02	     1.440211e-02
936	     3.012401e-02	     1.439700e-02
937	     3.012206e-02	     1.439607e-02
938	     3.010461e-02	     1.438773e-02
939	     3.009658e-02	     1.438389e-02
940	     3.008282e-02	     1.437732e-02
941	     3.007239e-02	     1.437233e-02
942	     3.006132e-02	     1.436704e-02
943	     3.005307e-02	     1.436310e-02
944	     3.002443e-02	     1.434941e-02
945	     3.001723e-02	     1.434597e-02
946	     3.001120e-02	     1.434309e-02
947	     3.000798e-02	     1.434155e-02
948	     2.999360e-02	     1.433467e-02
949	     2.998404e-02	     1.433010e-02
950	     2.997229e-02	     1.432449e-02
951	     2.996739e-02	     1.432215e-02
952	     2.993592e-02	     1.430711e-02
953	     2.992898e-02	     1.430379e-02
954	     2.992337e-02	     1.430111e-02
955	     2.992094e-02	     1.429995e-02
956	     2.990533e-02	     1.429249e-02
957	     2.989691e-02	     1.428846e-02
958	     2.988424e-02	     1.428241e-02
959	     2.987372e-02	     1.427738e-02
960	     2.987175e-02	     1.427644e-02
961	     2.985515e-02	     1.426851e-02
962	     2.984741e-02	     1.426481e-02
963	     2.983412e-02	     1.425846e-02
964	     2.982417e-02	     1.425370e-02
965	     2.981334e-02	     1.424852e-02
966	     2.980603e-02	     1.424503e-02
967	     2.977765e-02	     1.423147e-02
968	     2.977075e-02	     1.422817e-02
969	     2.976505e-02	     1.422545e-02
970	     2.976217e-02	     1.422407e-02
971	     2.974776e-02	     1.421718e-02
972	     2.973888e-02	     1.421294e-02
973	     2.972713e-02	     1.420732e-02
974	     2.972406e-02	     1.420586e-02
975	     2.969200e-02	     1.419053e-02
976	     2.968541e-02	     1.418738e-02
977	     2.968022e-02	     1.418490e-02
978	     2.967834e-02	     1.418400e-02
979	     2.966230e-02	     1.417634e-02
980	     2.965484e-02	     1.417277e-02
981	     2.964187e-02	     1.416657e-02
982	     2.963225e-02	     1.416198e-02
983	     2.962158e-02	     1.415688e-02
984	     2.961491e-02	     1.415369e-02
985	     2.958678e-02	     1.414024e-02
986	     2.958007e-02	     1.413704e-02
987	     2.957457e-02	     1.413441e-02
988	     2.957192e-02	     1.413315e-02
989	     2.955756e-02	     1.412628e-02
990	     2.954915e-02	     1.412226e-02
991	     2.953741e-02	     1.411665e-02
992	     2.952717e-02	     1.411176e-02
993	     2.952512e-02	     1.411078e-02
994	     2.950954e-02	     1.410333e-02
995	     2.950197e-02	     1.409971e-02
996	     2.948934e-02	     1.409367e-02
997	     2.947976e-02	     1.408910e-02
998	     2.946939e-02	     1.408414e-02
999	     2.946293e-02	     1.408106e-02
1000	     2.943521e-02	     1.406781e-02
